Switch ID,Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,Active Flow Entries,Packets Looked Up,Packets Matched,Label,Binary Label
11,2,184912,20421885,23981659,119698,1230,2,280,280,2,5,2,0,0,0,0,0,4,510002,509921,3,2
3,1,314604,50999815,32209969,315248,1227,0,0,598,5,4,1,0,0,0,0,0,5,986165,986041,3,2
3,2,1710,37866290,55244147,413939,1227,0,0,598,5,4,2,0,0,0,0,0,5,986165,986041,3,2
3,3,119264,36569768,51162847,316842,1227,5,598,556,4,4,3,0,0,0,0,0,5,986165,986041,3,2
3,4,304655,19164824,68611456,282444,1227,5,598,598,5,4,4,0,6310664,0,6310664,0,5,986165,986041,3,2
4,1,178680,20181741,12650327,299684,1230,4,556,278,2,5,2,0,0,0,0,0,5,952519,952387,3,2
4,2,282446,68611734,19164824,304655,1230,4,556,278,2,5,4,0,6310664,0,6310664,0,5,952519,952387,3,2
12,1,879,6351906,55026689,409078,1237,0,0,280,2,5,1,0,0,0,0,0,8,648193,648067,3,2
12,2,2239,56777117,55086314,409944,1237,1,70,280,2,5,2,0,0,0,0,0,8,648193,648067,3,2
12,3,175387,70407718,43539816,284923,1237,4,556,280,2,5,3,0,0,0,0,0,8,648193,648067,3,2
12,4,349559,14760524,40447480,211794,1237,4,556,280,2,5,4,0,0,0,0,0,8,648193,648067,3,2
10,1,1535,18979974,67089805,246537,1235,0,0,630,5,5,1,0,0,0,0,0,6,646867,646743,3,2
10,2,1142,27865756,29279921,245651,1235,78,2626802,4210,59,5,2,370,7285,370,7285,370,6,646867,646743,3,2
10,3,175248,70397069,21657690,151851,1235,59,4206,2627362,82,5,3,367662,6303352,367662,6303352,367662,6,646867,646743,3,2
10,4,349094,14725685,31818678,155850,1235,4,556,560,4,5,4,0,0,0,0,0,6,646867,646743,3,2
11,1,1393,37844601,29000562,238831,1240,0,0,560,4,5,1,0,0,0,0,0,4,510016,509935,3,2
11,2,184920,20423005,23982779,119706,1240,4,560,560,4,5,2,0,0,0,0,0,4,510016,509935,3,2
3,1,314690,51005511,37988085,315404,1237,86,5696,5777560,152,5,1,0,0,0,0,0,7,986404,986280,3,2
3,2,1710,37866290,55244981,413945,1237,0,0,278,2,5,2,0,0,0,0,0,7,986404,986280,3,2
3,3,119270,36570602,51163681,316848,1237,4,556,278,2,4,3,0,0,0,0,0,7,986404,986280,3,2
3,4,304661,19165658,68617986,282536,1237,4,556,5974,88,5,4,0,0,0,0,0,7,986404,986280,3,2
4,1,178686,20182575,12651439,299692,1240,4,556,556,4,5,2,0,0,0,0,0,5,952650,952518,3,2
4,2,282559,68619927,19165936,304663,1240,56,4265,556,4,5,4,728,7285,728,7285,728,5,952650,952518,3,2
12,1,961,6357314,60804853,409235,1247,82,5408,5777604,153,5,1,0,0,0,0,0,8,648424,648298,3,2
12,2,2239,56777117,55087196,409951,1247,0,0,322,3,5,2,0,0,0,0,0,8,648424,648298,3,2
12,3,175394,70408594,43546064,285011,1247,5,598,5688,84,5,3,0,0,0,0,0,8,648424,648298,3,2
12,4,349566,14761400,40448362,211801,1247,5,598,322,3,5,4,0,0,0,0,0,8,648424,648298,3,2
10,1,1614,21606818,67094139,246596,1245,79,2626844,3774,55,4,1,0,0,0,0,0,8,647165,647041,3,2
10,2,1238,31542380,29284512,245710,1245,0,0,322,3,4,2,0,7285,0,7285,0,8,647165,647041,3,2
10,3,175359,70405106,25335196,151954,1245,55,3772,322,3,4,3,0,6303352,0,6303352,0,8,647165,647041,3,2
10,4,349101,14726561,31819560,155857,1245,3,320,322,3,4,4,0,0,0,0,0,8,647165,647041,3,2
11,1,1393,37844601,29001444,238838,1250,0,0,560,4,4,1,0,0,0,0,0,5,510203,510122,3,2
11,2,185100,26727248,23983661,119713,1250,99,3677119,560,4,4,2,0,0,0,0,0,5,510203,510122,3,2
3,1,314711,51007174,38515105,315435,1247,0,0,320,3,5,1,0,0,0,0,0,6,986491,986367,3,2
3,2,1710,37866290,55245857,413952,1247,0,0,320,3,5,2,0,0,0,0,0,6,986491,986367,3,2
3,3,119277,36571478,51164515,316854,1247,5,598,278,2,5,3,0,0,0,0,0,6,986491,986367,3,2
3,4,304668,19166534,68620525,282564,1247,5,598,320,3,5,4,728,7285,728,7285,728,6,986491,986367,3,2
4,1,178692,20183409,12652315,299699,1250,2,278,556,4,5,2,0,0,0,0,0,5,952676,952544,3,2
4,2,282566,68620803,19166812,304670,1250,2,278,556,4,5,4,0,7285,0,7285,0,5,952676,952544,3,2
12,1,1135,12005384,61339134,409373,1257,152,5646342,7642,111,4,1,0,0,0,0,0,8,648762,648636,3,2
12,2,2346,56784199,60734658,410111,1257,107,7082,5646902,156,4,2,551499,5514998,551499,5514998,551499,8,648762,648636,3,2
12,3,175400,70409428,43548912,285041,1257,2,278,560,4,4,3,0,0,0,0,0,8,648762,648636,3,2
12,4,349572,14762234,40449482,211809,1257,2,278,560,4,4,4,0,0,0,0,0,8,648762,648636,3,2
10,1,1709,25283377,67098621,246653,1255,0,0,280,2,5,1,702,7020,702,7020,702,6,647183,647059,3,2
10,2,1238,31542380,29285352,245716,1255,0,0,280,2,4,2,0,0,0,0,0,6,647183,647059,3,2
10,3,175416,70409582,25336036,151960,1255,2,278,280,2,4,3,0,0,0,0,0,6,647183,647059,3,2
10,4,349107,14727395,31820400,155863,1255,2,278,280,2,4,4,0,0,0,0,0,6,647183,647059,3,2
11,1,1393,37844601,29002284,238844,1260,0,0,560,4,5,1,0,0,0,0,0,5,510215,510134,3,2
11,2,185106,26728088,23984501,119719,1260,4,560,560,4,5,2,0,0,0,0,0,5,510215,510134,3,2
3,1,314711,51007174,38516217,315443,1257,0,0,556,4,5,1,0,0,0,0,0,6,986509,986385,3,2
3,2,1710,37866290,55246969,413960,1257,0,0,556,4,5,2,0,0,0,0,0,6,986509,986385,3,2
3,3,119283,36572312,51165627,316862,1257,2,278,556,4,5,3,0,0,0,0,0,6,986509,986385,3,2
3,4,304674,19167368,68621637,282572,1257,2,278,556,4,5,4,0,0,0,0,0,6,986509,986385,3,2
4,1,178698,20184243,12653149,299705,1260,2,278,556,4,5,2,0,0,0,0,0,4,952700,952568,3,2
4,2,282572,68621637,19167646,304676,1260,2,278,556,4,5,4,0,0,0,0,0,4,952700,952568,3,2
12,1,132,9235,23454961,407746,727,0,0,560,4,5,1,0,0,0,0,0,4,640673,640555,3,2
12,2,188,6304558,17159537,407689,727,0,0,560,4,5,2,0,0,0,0,0,4,640673,640555,3,2
12,3,172830,13585854,11915157,282826,727,2,278,560,4,4,3,0,0,0,0,0,4,640673,640555,3,2
12,4,348635,14674498,15171520,210524,727,2,278,560,4,5,4,0,0,0,0,0,4,640673,640555,3,2
10,1,190,6304713,10295813,244387,725,0,0,322,3,5,1,0,0,0,0,0,8,641165,641049,3,2
10,2,421,10645776,16605125,244650,725,119,4333420,5424,80,5,2,489,6308315,489,6308315,489,8,641165,641049,3,2
10,3,172914,13590648,10703148,151096,725,80,5422,4333700,121,5,3,210131,6303353,210131,6303353,210131,8,641165,641049,3,2
10,4,348736,14678450,12798040,154054,725,3,320,322,3,5,4,0,7615,0,7615,0,8,641165,641049,3,2
11,1,132,9196,16300741,237464,730,0,0,560,4,5,1,0,0,0,0,0,4,506856,506780,3,2
11,2,184293,14065455,5024716,118823,730,4,560,560,4,5,2,0,0,0,0,0,4,506856,506780,3,2
3,1,313341,13164207,19512955,313910,727,67,4699,5121085,132,5,1,564560,6303353,564560,6303353,564560,6,979216,979100,3,2
3,2,198,6305094,17338937,411984,727,0,0,556,4,5,2,0,0,0,0,0,6,979216,979100,3,2
3,3,117671,11272120,25864701,315245,727,2,278,556,4,5,3,0,0,0,0,0,6,979216,979100,3,2
3,4,303946,19093975,18093926,280063,727,2,278,5255,71,5,4,535,7351,535,7351,535,6,979216,979100,3,2
4,1,177314,7482541,12604876,299350,730,2,278,556,4,4,2,0,0,0,0,0,5,947751,947627,3,2
4,2,280063,18093926,19094253,303948,730,33,2601,556,4,4,4,0,0,0,0,0,5,947751,947627,3,2
12,1,1162,12662799,61341571,409399,1267,0,0,560,4,5,1,0,0,0,0,0,10,649041,648915,3,2
12,2,2366,56785796,61392913,410144,1267,0,0,560,4,5,2,0,6303683,0,6303683,0,10,649041,648915,3,2
12,3,175406,70410262,49195764,285194,1267,2,278,5646572,151,5,3,0,0,0,0,0,10,649041,648915,3,2
12,4,349663,14768698,40450322,211815,1267,87,5908,560,4,5,4,0,0,0,0,0,10,649041,648915,3,2
10,1,1709,25283377,67100021,246663,1270,0,0,280,2,5,1,0,0,0,0,0,4,647201,647077,3,2
10,2,1238,31542380,29286752,245726,1270,0,0,280,2,5,2,0,0,0,0,0,4,647201,647077,3,2
10,3,175426,70410972,25337436,151970,1270,2,278,280,2,5,3,0,0,0,0,0,4,647201,647077,3,2
10,4,349117,14728785,31821800,155873,1270,2,278,280,2,5,4,0,0,0,0,0,4,647201,647077,3,2
11,1,1566,44147962,29010549,238958,1270,98,3807829,4253,58,4,1,423,7351,423,7351,423,6,510510,510429,3,2
11,2,185112,26728928,23985341,119725,1270,2,280,280,2,4,2,0,0,0,0,0,6,510510,510429,3,2
3,1,314711,51007174,38517051,315449,1267,0,0,556,4,5,1,0,0,0,0,0,6,986736,986612,3,2
3,2,1795,37871920,60893815,414113,1267,85,5630,5646568,151,5,2,498958,4989588,498958,4989588,498958,6,986736,986612,3,2
3,3,119289,36573146,51166461,316868,1267,2,278,556,4,5,3,0,0,0,0,0,6,986736,986612,3,2
3,4,304680,19168202,68628101,282663,1267,2,278,6186,89,5,4,502,5028,502,5028,502,6,986736,986612,3,2
4,1,178706,20185355,12653983,299711,1270,4,556,278,2,5,2,0,0,0,0,0,5,952840,952708,3,2
4,2,282688,68630174,19168480,304682,1270,60,4529,278,2,5,4,397,7351,397,7351,397,5,952840,952708,3,2
12,1,1310,18308877,61348239,409493,1277,148,5646078,6388,92,5,1,0,0,0,0,0,10,649357,649231,3,2
12,2,2366,56785796,61393753,410150,1277,0,0,560,4,5,2,0,0,0,0,0,10,649357,649231,3,2
12,3,175502,70417202,55500031,285374,1277,92,6384,5646638,152,5,3,512092,11424211,512092,11424211,512092,10,649357,649231,3,2
12,4,349694,14771605,40451162,211821,1277,4,556,560,4,5,4,0,0,0,0,0,10,649357,649231,3,2
10,1,1709,25283377,67100861,246669,1280,0,0,280,2,5,1,0,0,0,0,0,4,647219,647095,3,2
10,2,1238,31542380,29287592,245732,1280,0,0,280,2,5,2,0,0,0,0,0,4,647219,647095,3,2
10,3,175434,70412084,25338276,151976,1280,4,556,280,2,5,3,0,0,0,0,0,4,647219,647095,3,2
10,4,349123,14729619,31822640,155879,1280,2,278,280,2,5,4,0,0,0,0,0,4,647219,647095,3,2
11,1,1566,44147962,29011389,238964,1280,0,0,280,2,4,1,0,0,0,0,0,6,510522,510441,3,2
11,2,185118,26729768,23986181,119731,1280,2,280,280,2,4,2,0,0,0,0,0,6,510522,510441,3,2
3,1,314711,51007174,38517885,315455,1277,0,0,556,4,5,1,0,0,0,0,0,8,987052,986928,3,2
3,2,1906,37879543,67198076,414293,1277,88,5828,5646634,152,5,2,512092,11424211,512092,11424211,512092,8,987052,986928,3,2
3,3,119297,36574258,51167295,316874,1277,4,556,556,4,5,3,0,0,0,0,0,8,987052,986928,3,2
3,4,304688,19169314,68636558,282780,1277,4,556,6384,92,5,4,549,12841,549,12841,549,8,987052,986928,3,2
4,1,178712,20186189,12654817,299717,1280,4,556,278,2,5,2,0,0,0,0,0,6,952976,952844,3,2
4,2,282806,68638697,19169314,304688,1280,61,4595,278,2,5,4,443,14966,443,14966,443,6,952976,952844,3,2
12,1,1336,18966226,61350940,409523,1287,0,0,280,2,4,1,0,0,0,0,0,8,649441,649315,3,2
12,2,2366,56785796,61394593,410156,1287,0,0,280,2,4,2,0,0,0,0,0,8,649441,649315,3,2
12,4,349700,14772439,40452002,211827,1287,4,556,280,2,4,4,0,0,0,0,0,8,649441,649315,3,2
10,1,1709,25283377,67101421,246673,1285,0,0,560,4,4,1,0,0,0,0,0,6,647522,647398,3,2
10,2,1313,34037912,29291868,245792,1285,75,2495532,4276,60,4,2,364,7219,364,7219,364,6,647522,647398,3,2
10,3,175492,70416078,25338836,151980,1285,58,3994,560,4,4,3,0,0,0,0,0,6,647522,647398,3,2
10,4,349127,14730175,34318732,155958,1285,4,556,2496092,79,4,4,393909,6303285,393909,6303285,393909,6,647522,647398,3,2
11,1,1566,44147962,29012509,238972,1290,0,0,560,4,5,1,0,0,0,0,0,4,510536,510455,3,2
11,2,185126,26730888,23987301,119739,1290,4,560,560,4,5,2,0,0,0,0,0,4,510536,510455,3,2
3,1,314711,51007174,38518719,315461,1287,0,0,278,2,5,1,0,0,0,0,0,9,987268,987144,3,2
3,3,119303,36575092,56814141,317027,1287,4,556,5646290,149,5,3,498958,4989588,498958,4989588,498958,9,987268,987144,3,2
4,1,178718,20187023,12655929,299725,1290,4,556,556,4,5,2,393909,6303285,393909,6303285,393909,6,953173,953041,3,2
4,2,282812,68639531,25473785,304869,1290,4,556,3808383,102,5,4,761,7615,761,7615,761,6,953173,953041,3,2
12,1,1336,18966226,61351780,409529,1297,0,0,280,2,4,1,0,0,0,0,0,8,649679,649553,3,2
12,2,2514,62431874,61400733,410242,1297,148,5646078,5580,82,4,2,509,5094,509,5094,509,8,649679,649553,3,2
12,3,175618,70426031,61805138,285560,1297,82,5578,5646358,150,4,3,0,0,0,0,0,8,649679,649553,3,2
12,4,349706,14773273,40452842,211833,1297,2,278,280,2,4,4,0,0,0,0,0,8,649679,649553,3,2
10,1,1709,25283377,67102261,246679,1295,0,0,280,2,4,1,0,0,0,0,0,6,647540,647416,3,2
10,2,1411,37845739,29296285,245848,1295,0,0,280,2,4,2,0,7219,0,7219,0,6,647540,647416,3,2
10,3,175548,70420489,25339676,151986,1295,2,278,280,2,4,3,0,0,0,0,0,6,647540,647416,3,2
10,4,349133,14731009,38127399,156062,1295,2,278,280,2,4,4,0,6303285,0,6303285,0,6,647540,647416,3,2
11,1,1566,44147962,29013349,238978,1300,0,0,560,4,5,1,0,0,0,0,0,4,510548,510467,3,2
11,2,185132,26731728,23988141,119745,1300,4,560,560,4,5,2,0,0,0,0,0,4,510548,510467,3,2
3,1,314711,51007174,38519831,315469,1297,0,0,556,4,5,1,0,0,0,0,0,8,987400,987276,3,2
3,2,1930,37881404,67857371,414333,1297,0,0,556,4,5,2,0,0,0,0,0,8,987400,987276,3,2
3,3,119389,36581226,57472600,317061,1297,82,5578,556,4,5,3,0,6303285,0,6303285,0,8,987400,987276,3,2
3,4,304873,25474341,68645665,282898,1297,2,278,5856,84,5,4,0,0,0,0,0,8,987400,987276,3,2
4,1,178724,20187857,12656763,299731,1300,2,278,556,4,5,2,0,6303285,0,6303285,0,6,953301,953169,3,2
4,2,282922,68647526,25474619,304875,1300,54,3987,556,4,5,4,708,7087,708,7087,708,6,953301,953169,3,2
12,1,1336,18966226,61352900,409537,1307,0,0,560,4,4,1,0,0,0,0,0,6,649755,649629,3,2
12,2,2540,63089222,61403714,410274,1307,0,0,560,4,4,2,0,7087,0,7087,0,6,649755,649629,3,2
12,3,175648,70428726,62463606,285594,1307,2,278,560,4,4,3,0,6303352,0,6303352,0,6,649755,649629,3,2
12,4,349712,14774107,40453962,211841,1307,2,278,560,4,4,4,0,0,0,0,0,6,649755,649629,3,2
10,1,1709,25283377,67103661,246689,1310,0,0,280,2,5,1,0,0,0,0,0,4,647558,647434,3,2
10,2,1411,37845739,29297685,245858,1310,0,0,280,2,5,2,0,0,0,0,0,4,647558,647434,3,2
10,3,175558,70421879,25341076,151996,1310,2,278,280,2,5,3,0,0,0,0,0,4,647558,647434,3,2
10,4,349143,14732399,38128799,156072,1310,2,278,280,2,5,4,0,0,0,0,0,4,647558,647434,3,2
11,1,1566,44147962,29014189,238984,1310,0,0,280,2,5,1,0,0,0,0,0,4,510562,510481,3,2
11,2,185138,26732568,23988981,119751,1310,2,280,280,2,5,2,0,0,0,0,0,4,510562,510481,3,2
3,1,314711,51007174,38520665,315475,1307,0,0,556,4,5,1,0,0,0,0,0,8,987657,987533,3,2
3,2,2076,43396278,67863637,414421,1307,146,5514874,5988,86,5,2,0,0,0,0,0,8,987657,987533,3,2
3,3,119501,36589353,62988308,317213,1307,84,5710,5515430,150,5,3,0,0,0,0,0,8,987657,987533,3,2
3,4,304879,25475175,68648360,282928,1307,2,278,556,4,5,4,0,7087,0,7087,0,8,987657,987533,3,2
4,1,178732,20188969,12657597,299737,1310,4,556,278,2,4,2,0,0,0,0,0,5,953331,953199,3,2
4,2,282930,68648638,25475453,304881,1310,4,556,278,2,4,4,0,7087,0,7087,0,5,953331,953199,3,2
12,1,1336,18966226,61353782,409544,1317,0,0,602,5,5,1,0,0,0,0,0,8,650001,649875,3,2
12,2,2685,68604006,61409830,410360,1317,145,5514784,5836,84,5,2,0,0,0,0,0,8,650001,649875,3,2
12,3,175656,70429838,67979230,285745,1317,4,556,5515344,149,5,3,0,0,0,0,0,8,650001,649875,3,2
12,4,349721,14775261,40454844,211848,1317,5,598,602,5,5,4,0,0,0,0,0,8,650001,649875,3,2
10,1,1709,25283377,67104263,246694,1315,0,0,602,5,5,1,0,0,0,0,0,6,647857,647733,3,2
10,2,1462,37849101,31662549,245935,1315,51,3362,2364864,77,5,2,0,0,0,0,0,6,647857,647733,3,2
10,3,175635,72786739,25341636,152000,1315,77,2364860,560,4,5,3,0,0,0,0,0,6,647857,647733,3,2
10,4,349148,14732997,38129401,156077,1315,5,598,602,5,5,4,0,0,0,0,0,6,647857,647733,3,2
11,1,1566,44147962,29015071,238991,1320,0,0,280,2,5,1,0,0,0,0,0,5,510681,510600,3,2
11,2,185250,26740653,23989863,119758,1320,56,4121,280,2,5,2,0,0,0,0,0,5,510681,510600,3,2
3,1,314711,51007174,38521541,315482,1317,0,0,598,5,4,1,0,0,0,0,0,7,987747,987623,3,2
3,2,2105,44184897,67866109,414448,1317,0,0,598,5,4,2,0,0,0,0,0,7,987747,987623,3,2
3,3,119530,36592103,63777761,317248,1317,5,598,556,4,4,3,0,6303419,0,6303419,0,7,987747,987623,3,2
3,4,304888,25476329,68649236,282935,1317,5,598,598,5,4,4,0,0,0,0,0,7,987747,987623,3,2
4,1,178738,20189803,12658473,299744,1320,4,556,278,2,5,2,0,0,0,0,0,4,953359,953227,3,2
4,2,282937,68649514,25476329,304888,1320,4,556,278,2,5,4,0,0,0,0,0,4,953359,953227,3,2
12,1,1336,18966226,61354664,409551,1327,0,0,322,3,4,1,0,0,0,0,0,6,650079,649953,3,2
12,2,2714,69392625,61412639,410392,1327,0,0,322,3,4,2,0,0,0,0,0,6,650079,649953,3,2
12,3,175663,70430714,68768689,285780,1327,5,598,280,2,4,3,0,6303287,0,6303287,0,6,650079,649953,3,2
12,4,349728,14776137,40455726,211855,1327,5,598,322,3,4,4,0,0,0,0,0,6,650079,649953,3,2
10,1,1884,31586845,67112866,246809,1330,101,3939098,4203,55,5,1,370,7087,370,7087,370,8,648163,648039,3,2
10,2,1516,37852942,35603090,246047,1330,0,0,560,4,5,2,0,0,0,0,0,8,648163,648039,3,2
10,3,175851,76734431,31646504,152185,1330,55,4199,3939658,105,5,3,407036,6303352,407036,6303352,407036,8,648163,648039,3,2
10,4,349159,14734429,38130843,156088,1330,4,556,560,4,5,4,0,0,0,0,0,8,648163,648039,3,2
11,1,1566,44147962,29016233,239000,1330,0,0,560,4,5,1,0,0,0,0,0,5,510697,510616,3,2
11,2,185259,26741815,23991025,119767,1330,4,560,560,4,5,2,0,0,0,0,0,5,510697,510616,3,2
3,1,314711,51007174,38522417,315489,1327,0,0,320,3,5,1,0,0,0,0,0,8,987979,987855,3,2
3,2,2185,44190173,73381793,414600,1327,80,5276,5515128,148,5,2,0,0,0,0,0,8,987979,987855,3,2
3,3,119537,36592979,63778595,317254,1327,5,598,278,2,5,3,0,0,0,0,0,8,987979,987855,3,2
3,4,304895,25477205,68655388,283022,1327,5,598,5596,83,5,4,0,0,0,0,0,8,987979,987855,3,2
4,1,178744,20190637,12659627,299753,1330,4,556,556,4,5,2,0,0,0,0,0,5,953490,953358,3,2
4,2,283049,68657593,25477483,304897,1330,55,4199,556,4,5,4,370,7087,370,7087,370,5,953490,953358,3,2
12,1,1336,18966226,61355504,409557,1337,0,0,280,2,4,1,0,0,0,0,0,6,650097,649971,3,2
12,2,2714,69392625,61413479,410398,1337,0,0,280,2,4,2,0,0,0,0,0,6,650097,649971,3,2
12,3,175669,70431548,68769529,285786,1337,4,556,280,2,4,3,0,0,0,0,0,6,650097,649971,3,2
12,4,349734,14776971,40456566,211861,1337,4,556,280,2,4,4,0,0,0,0,0,6,650097,649971,3,2
10,1,1939,31590495,69477408,246883,1335,55,3650,2364542,74,5,1,630328,6310372,630328,6310372,630328,8,648465,648341,3,2
10,2,1516,37852942,35603370,246049,1335,0,0,280,2,5,2,0,0,0,0,0,8,648465,648341,3,2
10,3,175925,79098971,31650434,152242,1335,74,2364540,3930,57,5,3,754,6310901,754,6310901,754,8,648465,648341,3,2
10,4,349161,14734707,38131123,156090,1335,2,278,280,2,5,4,0,0,0,0,0,8,648465,648341,3,2
11,1,1566,44147962,29017073,239006,1340,0,0,560,4,5,1,0,0,0,0,0,4,510709,510628,3,2
11,2,185265,26742655,23991865,119773,1340,4,560,560,4,5,2,0,0,0,0,0,4,510709,510628,3,2
3,1,314855,56521916,38528815,315579,1337,144,5514742,5842,86,4,1,502,5028,502,5028,502,8,988274,988150,3,2
3,2,2210,44192100,74171245,414635,1337,0,0,278,2,4,2,630335,6303352,630335,6303352,630335,8,988274,988150,3,2
3,3,119543,36593813,63779429,317260,1337,4,556,278,2,4,3,0,0,0,0,0,8,988274,988150,3,2
3,4,304901,25478039,74172891,283197,1337,4,556,5515020,146,4,4,0,0,0,0,0,8,988274,988150,3,2
4,1,178750,20191471,12660461,299759,1340,2,278,556,4,4,2,0,0,0,0,0,6,953687,953555,3,2
4,2,283228,74961786,25478317,304903,1340,103,3939375,556,4,4,4,407036,6310372,407036,6310372,407036,6,953687,953555,3,2
12,1,1336,18966226,61356624,409565,1347,0,0,560,4,4,1,0,0,0,0,0,4,650115,649989,3,2
12,2,2714,69392625,61414599,410406,1347,0,0,560,4,4,2,0,0,0,0,0,4,650115,649989,3,2
12,3,175675,70432382,68770649,285794,1347,2,278,560,4,4,3,0,0,0,0,0,4,650115,649989,3,2
12,4,349740,14777805,40457686,211869,1347,2,278,560,4,4,4,0,0,0,0,0,4,650115,649989,3,2
10,1,1995,31594468,73417345,246990,1345,0,0,280,2,4,1,0,0,0,0,0,6,648483,648359,3,2
10,2,1516,37852942,35604210,246055,1345,0,0,280,2,4,2,0,0,0,0,0,6,648483,648359,3,2
10,3,176032,83038902,31655247,152304,1345,2,278,280,2,4,3,0,0,0,0,0,6,648483,648359,3,2
10,4,349167,14735541,38131963,156096,1345,2,278,280,2,4,4,0,0,0,0,0,6,648483,648359,3,2
11,1,1566,44147962,29017913,239012,1350,0,0,560,4,4,1,0,0,0,0,0,4,510721,510640,3,2
11,2,185271,26743495,23992705,119779,1350,4,560,560,4,4,2,0,0,0,0,0,4,510721,510640,3,2
3,1,315026,62694071,38538672,315715,1347,142,5383538,7242,105,5,1,252,7549,252,7549,252,10,988593,988469,3,2
3,2,2311,44198786,79555895,414785,1347,101,6686,5384094,146,5,2,0,0,0,0,0,10,988593,988469,3,2
3,3,119549,36594647,63780541,317268,1347,2,278,556,4,5,3,0,0,0,0,0,10,988593,988469,3,2
3,4,304907,25478873,74962620,283234,1347,2,278,556,4,5,4,157623,6303285,157623,6303285,157623,10,988593,988469,3,2
4,1,178756,20192305,12661295,299765,1350,2,278,556,4,5,2,0,0,0,0,0,5,953711,953579,3,2
4,2,283234,74962620,25479151,304909,1350,2,278,556,4,5,4,630328,6303285,630328,6303285,630328,5,953711,953579,3,2
12,1,1336,18966226,61357506,409572,1357,0,0,602,5,4,1,0,0,0,0,0,4,650135,650009,3,2
12,2,2714,69392625,61415481,410413,1357,0,0,602,5,4,2,0,0,0,0,0,4,650135,650009,3,2
12,3,175682,70433258,68771489,285800,1357,3,320,560,4,5,3,0,0,0,0,0,4,650135,650009,3,2
12,4,349747,14778681,40458568,211876,1357,3,320,602,5,4,4,0,0,0,0,0,4,650135,650009,3,2
10,1,1995,31594468,73418507,246999,1355,0,0,602,5,5,1,0,0,0,0,0,4,648504,648380,3,2
10,2,1516,37852942,35605372,246064,1355,0,0,602,5,4,2,0,0,0,0,0,4,648504,648380,3,2
10,3,176041,83040056,31656367,152312,1355,5,598,560,4,4,3,0,0,0,0,0,4,648504,648380,3,2
10,4,349176,14736695,38133125,156105,1355,5,598,602,5,5,4,0,0,0,0,0,4,648504,648380,3,2
11,1,1566,44147962,29018795,239019,1360,0,0,280,2,5,1,0,0,0,0,0,4,510737,510656,3,2
11,2,185278,26744377,23993587,119786,1360,2,280,280,2,5,2,0,0,0,0,0,4,510737,510656,3,2
3,1,315142,63619500,43924551,315882,1357,84,5540,5384136,147,5,1,0,0,0,0,0,10,988892,988768,3,2
3,2,2329,44200251,80476660,414824,1357,0,0,598,5,5,2,0,6303353,0,6303353,0,10,988892,988768,3,2
3,3,119700,41979339,63786915,317358,1357,147,5384136,6096,88,5,3,0,0,0,0,0,10,988892,988768,3,2
3,4,304916,25480027,74963496,283241,1357,5,598,598,5,5,4,0,0,0,0,0,10,988892,988768,3,2
4,1,178765,20193459,12662129,299771,1360,4,556,278,2,5,2,0,0,0,0,0,4,953745,953613,3,2
4,2,283243,74963774,25480027,304916,1360,4,556,278,2,5,4,0,0,0,0,0,4,953745,953613,3,2
12,1,132,9235,23455801,407752,737,0,0,560,4,5,1,0,0,0,0,0,4,640691,640573,3,2
12,2,188,6304558,17160377,407695,737,0,0,560,4,5,2,0,0,0,0,0,4,640691,640573,3,2
12,3,172836,13586688,11915997,282832,737,2,278,560,4,5,3,0,0,0,0,0,4,640691,640573,3,2
12,4,348641,14675332,15172360,210530,737,2,278,560,4,5,4,0,0,0,0,0,4,640691,640573,3,2
10,1,190,6304713,10296933,244395,735,0,0,560,4,5,1,0,0,0,0,0,6,641183,641067,3,2
10,2,477,12615825,16608568,244689,735,0,0,560,4,5,2,0,7351,0,7351,0,6,641183,641067,3,2
10,3,172953,13594083,12674317,151160,735,4,556,560,4,5,3,0,6303353,0,6303353,0,6,641183,641067,3,2
10,4,348744,14679562,12799160,154062,735,4,556,560,4,5,4,0,0,0,0,0,6,641183,641067,3,2
11,1,132,9196,16301581,237470,740,0,0,280,2,5,1,0,0,0,0,0,4,506868,506792,3,2
11,2,184299,14066295,5025556,118829,740,2,280,280,2,5,2,0,0,0,0,0,4,506868,506792,3,2
3,1,313341,13164207,19513789,313916,737,0,0,556,4,5,1,0,6303353,0,6303353,0,8,979518,979402,3,2
3,2,374,12608651,17347196,412098,737,128,5120527,5189,70,5,2,0,0,0,0,0,8,979518,979402,3,2
3,3,117787,11280657,32169092,315427,737,70,5189,5121083,132,5,3,564560,6303483,564560,6303483,564560,8,979518,979402,3,2
3,4,303954,19095087,18094760,280069,737,4,556,556,4,5,4,0,7351,0,7351,0,8,979518,979402,3,2
4,1,177322,7483653,12605710,299356,740,4,556,278,2,5,2,0,0,0,0,0,5,947779,947655,3,2
4,2,280071,18095038,19095087,303954,740,4,556,278,2,5,4,0,7351,0,7351,0,5,947779,947655,3,2
12,1,1414,18971394,66741818,409719,1367,78,5168,5384032,145,5,1,0,0,0,0,0,6,650373,650247,3,2
